FDT,FPR
12-01-2026,64.643
09-01-2026,64.6615
08-01-2026,65.3345
07-01-2026,66.2602
06-01-2026,66.0705
05-01-2026,66.1589
02-01-2026,66.374
01-01-2026,65.8339
31-12-2025,65.5125
30-12-2025,64.9233
29-12-2025,65.1082
26-12-2025,65.4153
24-12-2025,65.664
23-12-2025,65.8213
22-12-2025,65.7568
19-12-2025,65.1523
18-12-2025,64.5455
17-12-2025,64.3659
16-12-2025,64.6623
15-12-2025,65.0125
12-12-2025,65.0642
11-12-2025,64.5805
10-12-2025,64.0074
09-12-2025,64.7029
08-12-2025,64.5094
05-12-2025,65.4382
04-12-2025,65.2153
03-12-2025,65.1531
02-12-2025,65.4735
01-12-2025,65.7262
28-11-2025,65.7604
27-11-2025,65.9563
26-11-2025,65.8545
25-11-2025,64.8638
24-11-2025,64.9094
21-11-2025,65.1301
20-11-2025,65.7176
19-11-2025,65.5963
18-11-2025,65.3133
17-11-2025,65.7412
14-11-2025,65.3612
13-11-2025,65.3471
12-11-2025,65.4503
11-11-2025,65.0692
10-11-2025,64.7151
07-11-2025,64.5915
06-11-2025,64.4161
04-11-2025,64.8043
03-11-2025,65.1874
31-10-2025,64.7759
30-10-2025,65.4105
29-10-2025,65.7939
28-10-2025,65.4125
27-10-2025,65.6832
24-10-2025,65.2931
23-10-2025,65.6402
20-10-2025,65.6295
17-10-2025,65.5933
16-10-2025,65.56
15-10-2025,64.9914
14-10-2025,64.5788
13-10-2025,64.6456
10-10-2025,64.665
09-10-2025,64.2631
08-10-2025,63.5872
07-10-2025,63.8118
06-10-2025,63.5046
03-10-2025,63.0428
01-10-2025,62.6634
30-09-2025,62.0537
29-09-2025,62.2132
26-09-2025,62.1355
25-09-2025,63.0574
24-09-2025,63.542
23-09-2025,64.0331
22-09-2025,64.3003
19-09-2025,64.7719
18-09-2025,64.9785
17-09-2025,64.8214
16-09-2025,64.6707
15-09-2025,64.4031
12-09-2025,64.2034
11-09-2025,64.1595
10-09-2025,64.359
09-09-2025,64.2691
08-09-2025,64.2127
05-09-2025,63.8564
04-09-2025,63.7886
03-09-2025,64.0892
02-09-2025,63.5905
01-09-2025,63.5732
29-08-2025,62.7026
28-08-2025,63.2133
26-08-2025,63.9958
25-08-2025,64.9323
22-08-2025,64.7719
21-08-2025,64.9172
20-08-2025,65.0254
19-08-2025,64.7334
18-08-2025,64.1747
14-08-2025,63.4676
13-08-2025,63.5087
12-08-2025,62.9477
11-08-2025,62.9302
08-08-2025,62.3442
07-08-2025,63.1038
06-08-2025,62.9815
05-08-2025,63.3159
04-08-2025,63.8434
01-08-2025,63.442
31-07-2025,64.2671
